
[Name]
Line 1

[Data]
X [ m ], Y [ m ], Z [ m ], C8h10.Mass Fraction, Density [ kg m^-3 ], Temperature [ K ], User Defined Memory 0, User Defined Memory 1, User Defined Memory 10, User Defined Memory 11, User Defined Memory 2, User Defined Memory 3, User Defined Memory 4, User Defined Memory 5, User Defined Memory 6, User Defined Memory 7, User Defined Memory 8, User Defined Memory 9, Velocity [ m s^-1 ]
2.48411614e-02, 0.00000000e+00, 0.00000000e+00, 2.94764340e-01, 2.93328017e-01, 1.50980249e+03, 4.36305853e-10, 9.00689429e-06, 2.81940561e-06, 1.14764288e+10, 2.63319033e-10, 2.64180882e-04, 3.03244374e-11, 2.64181086e-04, 2.60863826e-03, -2.34445720e-03, 2.94576466e-06, 1.26358728e-07, 1.41955811e+02
2.49917302e-02, 0.00000000e+00, 0.00000000e+00, 2.92251021e-01, 2.90872633e-01, 1.51930334e+03, 4.56206850e-10, 9.27511155e-06, 2.87791067e-06, 1.18994708e+10, 3.75707299e-10, 2.69771204e-04, 3.21072648e-11, 2.69771524e-04, 2.64701061e-03, -2.37723882e-03, 3.00809961e-06, 1.30188923e-07, 1.41358978e+02
2.51428243e-02, 0.00000000e+00, 0.00000000e+00, 2.89690763e-01, 2.88424909e-01, 1.52887317e+03, 4.76664486e-10, 9.54461848e-06, 2.93539756e-06, 1.23284613e+10, 5.35028133e-10, 2.75274127e-04, 3.39429491e-11, 2.75274622e-04, 2.68458831e-03, -2.40931311e-03, 3.06946026e-06, 1.34062731e-07, 1.40760498e+02
2.52944436e-02, 0.00000000e+00, 0.00000000e+00, 2.87073642e-01, 2.85977483e-01, 1.53853943e+03, 4.97681452e-10, 9.81528319e-06, 2.99173530e-06, 1.27628268e+10, 7.60801255e-10, 2.80678447e-04, 3.58283542e-11, 2.80679174e-04, 2.72150477e-03, -2.44082510e-03, 3.12972134e-06, 1.37985808e-07, 1.40160675e+02
2.54465900e-02, 0.00000000e+00, 0.00000000e+00, 2.84407794e-01, 2.83546090e-01, 1.54823132e+03, 5.19260079e-10, 1.00869702e-05, 3.04705236e-06, 1.32030116e+10, 1.07731402e-09, 2.85995658e-04, 3.77658807e-11, 2.85996677e-04, 2.75779050e-03, -2.47179344e-03, 3.18901130e-06, 1.41958893e-07, 1.39560318e+02
2.55992673e-02, 0.00000000e+00, 0.00000000e+00, 2.81692922e-01, 2.81129569e-01, 1.55795178e+03, 5.41402978e-10, 1.03595530e-05, 3.10129553e-06, 1.36487229e+10, 1.52021640e-09, 2.91221251e-04, 3.97537697e-11, 2.91222736e-04, 2.79349741e-03, -2.50227447e-03, 3.24727966e-06, 1.45984089e-07, 1.38959396e+02
2.57524755e-02, 0.00000000e+00, 0.00000000e+00, 2.78948575e-01, 2.78727770e-01, 1.56773279e+03, 5.64112645e-10, 1.06329144e-05, 3.15445459e-06, 1.40997581e+10, 2.13963425e-09, 2.96352577e-04, 4.17907688e-11, 2.96354672e-04, 2.82828347e-03, -2.53192848e-03, 3.30449711e-06, 1.50042439e-07, 1.38355408e+02
2.59062164e-02, 0.00000000e+00, 0.00000000e+00, 2.76195079e-01, 2.76348263e-01, 1.57756689e+03, 5.87391080e-10, 1.09069351e-05, 3.20660638e-06, 1.45562685e+10, 3.00362180e-09, 3.01395048e-04, 4.38776029e-11, 3.01397988e-04, 2.86185206e-03, -2.56045419e-03, 3.36072299e-06, 1.54116663e-07, 1.37747757e+02
2.60604937e-02, 0.00000000e+00, 0.00000000e+00, 2.73431718e-01, 2.73991793e-01, 1.58744763e+03, 6.11239614e-10, 1.11815025e-05, 3.25774408e-06, 1.50181294e+10, 4.20388835e-09, 3.06347909e-04, 4.60134292e-11, 3.06352071e-04, 2.89424136e-03, -2.58788932e-03, 3.41595069e-06, 1.58206433e-07, 1.37138062e+02
2.62153056e-02, 0.00000000e+00, 0.00000000e+00, 2.70663947e-01, 2.71663010e-01, 1.59735291e+03, 6.35660913e-10, 1.14565155e-05, 3.30791659e-06, 1.54854328e+10, 5.86245763e-09, 3.11215263e-04, 4.81986985e-11, 3.11221054e-04, 2.92542228e-03, -2.61420151e-03, 3.47022456e-06, 1.62307870e-07, 1.36527969e+02
2.63706595e-02, 0.00000000e+00, 0.00000000e+00, 2.67885298e-01, 2.69356459e-01, 1.60730005e+03, 6.60656807e-10, 1.17318923e-05, 3.35704476e-06, 1.59577334e+10, 8.15165002e-09, 3.15990270e-04, 5.04304931e-11, 3.15998390e-04, 2.95548583e-03, -2.63948739e-03, 3.52346842e-06, 1.66423646e-07, 1.35919067e+02
2.65265517e-02, 0.00000000e+00, 0.00000000e+00, 2.65080690e-01, 2.67060786e-01, 1.61732739e+03, 6.86229129e-10, 1.20075429e-05, 3.40495831e-06, 1.64341576e+10, 1.13158798e-08, 3.20658524e-04, 5.27030468e-11, 3.20669817e-04, 2.98465020e-03, -2.66398001e-03, 3.57552221e-06, 1.70563922e-07, 1.35311569e+02
2.66829878e-02, 0.00000000e+00, 0.00000000e+00, 2.62257278e-01, 2.64781505e-01, 1.62741199e+03, 7.12381265e-10, 1.22834090e-05, 3.45173135e-06, 1.69148826e+10, 1.56653659e-08, 3.25226341e-04, 5.50171263e-11, 3.25241970e-04, 3.01287510e-03, -2.68763304e-03, 3.62645574e-06, 1.74724391e-07, 1.34702744e+02
2.68399678e-02, 0.00000000e+00, 0.00000000e+00, 2.59436399e-01, 2.62530446e-01, 1.63751892e+03, 7.39115436e-10, 1.25594270e-05, 3.49753986e-06, 1.74004900e+10, 2.16105231e-08, 3.29707778e-04, 5.73761871e-11, 3.29729344e-04, 3.03987553e-03, -2.71014636e-03, 3.67642610e-06, 1.78886310e-07, 1.34090652e+02
2.69974954e-02, 0.00000000e+00, 0.00000000e+00, 2.56626159e-01, 2.60315537e-01, 1.64761145e+03, 7.66434138e-10, 1.28355432e-05, 3.54251438e-06, 1.78914406e+10, 2.96667526e-08, 3.34113982e-04, 5.97832131e-11, 3.34143580e-04, 3.06559121e-03, -2.73144781e-03, 3.72555769e-06, 1.83043312e-07, 1.33477219e+02
2.71555707e-02, 0.00000000e+00, 0.00000000e+00, 2.53813475e-01, 2.58133084e-01, 1.65768591e+03, 7.94340149e-10, 1.31117140e-05, 3.58660509e-06, 1.83874314e+10, 4.05400264e-08, 3.38441692e-04, 6.22360566e-11, 3.38482147e-04, 3.09029804e-03, -2.75181630e-03, 3.77381366e-06, 1.87209039e-07, 1.32865067e+02
2.73141954e-02, 0.00000000e+00, 0.00000000e+00, 2.50977755e-01, 2.55972415e-01, 1.66776917e+03, 8.22837409e-10, 1.33879175e-05, 3.62965784e-06, 1.88876820e+10, 5.51789512e-08, 3.42678919e-04, 6.47293677e-11, 3.42734013e-04, 3.11437016e-03, -2.77163647e-03, 3.82106145e-06, 1.91403984e-07, 1.32253738e+02
2.74733733e-02, 0.00000000e+00, 0.00000000e+00, 2.48131871e-01, 2.53841072e-01, 1.67783167e+03, 8.51929971e-10, 1.36641429e-05, 3.67181428e-06, 1.93926881e+10, 7.47445483e-08, 3.46837507e-04, 6.72663383e-11, 3.46912188e-04, 3.13767605e-03, -2.79076421e-03, 3.86743250e-06, 1.95618298e-07, 1.31640900e+02
2.76331045e-02, 0.00000000e+00, 0.00000000e+00, 2.45296448e-01, 2.51745671e-01, 1.68785815e+03, 8.81622553e-10, 1.39403928e-05, 3.71322608e-06, 1.99029576e+10, 1.00745879e-07, 3.50929069e-04, 6.98504657e-11, 3.51029739e-04, 3.15988413e-03, -2.80885445e-03, 3.91305502e-06, 1.99829145e-07, 1.31026611e+02
2.77933907e-02, 0.00000000e+00, 0.00000000e+00, 2.42458984e-01, 2.49676570e-01, 1.69788708e+03, 9.11918541e-10, 1.42166582e-05, 3.75375953e-06, 2.04177142e+10, 1.35296176e-07, 3.54942458e-04, 7.24762680e-11, 3.55077675e-04, 3.18120443e-03, -2.82612676e-03, 3.95780671e-06, 2.04047112e-07, 1.30412231e+02
2.79542375e-02, 0.00000000e+00, 0.00000000e+00, 2.39621446e-01, 2.47635081e-01, 1.70790784e+03, 9.42823486e-10, 1.44929591e-05, 3.79347034e-06, 2.09371013e+10, 1.80931210e-07, 3.58882593e-04, 7.51447168e-11, 3.59063415e-04, 3.20166163e-03, -2.84259813e-03, 4.00174122e-06, 2.08271146e-07, 1.29795670e+02
2.81156413e-02, 0.00000000e+00, 0.00000000e+00, 2.36814141e-01, 2.45638609e-01, 1.71785010e+03, 9.74342163e-10, 1.47693154e-05, 3.83270481e-06, 2.14626365e+10, 2.40513032e-07, 3.62777791e-04, 7.78668033e-11, 3.63018276e-04, 3.22082732e-03, -2.85780919e-03, 4.04517550e-06, 2.12470624e-07, 1.29175217e+02
2.82776095e-02, 0.00000000e+00, 0.00000000e+00, 2.34050140e-01, 2.43690565e-01, 1.72770471e+03, 1.00648090e-09, 1.50457627e-05, 3.87158843e-06, 2.19947971e+10, 3.17839692e-07, 3.66637745e-04, 8.06463646e-11, 3.66955472e-04, 3.23848589e-03, -2.87153060e-03, 4.08821597e-06, 2.16627456e-07, 1.28552597e+02
2.84401402e-02, 0.00000000e+00, 0.00000000e+00, 2.31324434e-01, 2.41787300e-01, 1.73747852e+03, 1.03924491e-09, 1.53223427e-05, 3.91011099e-06, 2.25334538e+10, 4.17648266e-07, 3.70461727e-04, 8.34829914e-11, 3.70879337e-04, 3.25474446e-03, -2.88386550e-03, 4.13085581e-06, 2.20744468e-07, 1.27930862e+02
2.86032353e-02, 0.00000000e+00, 0.00000000e+00, 2.28607804e-01, 2.39913806e-01, 1.74721997e+03, 1.07264020e-09, 1.55991056e-05, 3.94803283e-06, 2.30773596e+10, 5.46576985e-07, 3.74231196e-04, 8.63677740e-11, 3.74777650e-04, 3.27014108e-03, -2.89536337e-03, 4.17288720e-06, 2.24854375e-07, 1.27311523e+02
2.87669003e-02, 0.00000000e+00, 0.00000000e+00, 2.25893632e-01, 2.38060772e-01, 1.75697974e+03, 1.10667464e-09, 1.58761286e-05, 3.98523298e-06, 2.36257198e+10, 7.13317093e-07, 3.77935561e-04, 8.92950575e-11, 3.78648809e-04, 3.28476517e-03, -2.90611619e-03, 4.21419327e-06, 2.28960303e-07, 1.26692764e+02
2.89311334e-02, 0.00000000e+00, 0.00000000e+00, 2.23196745e-01, 2.36234918e-01, 1.76673169e+03, 1.14135512e-09, 1.61534826e-05, 4.02188653e-06, 2.41792410e+10, 9.27707106e-07, 3.81589110e-04, 9.22704205e-11, 3.82516737e-04, 3.29842139e-03, -2.91590462e-03, 4.25493272e-06, 2.33045853e-07, 1.26073349e+02
2.90959403e-02, 0.00000000e+00, 0.00000000e+00, 2.20516354e-01, 2.34437779e-01, 1.77646082e+03, 1.17669130e-09, 1.64312696e-05, 4.05806531e-06, 2.47382159e+10, 1.20202162e-06, 3.85198655e-04, 9.52963125e-11, 3.86400585e-04, 3.31121427e-03, -2.92481366e-03, 4.29518059e-06, 2.37115273e-07, 1.25453949e+02
2.92613190e-02, 0.00000000e+00, 0.00000000e+00, 2.17844561e-01, 2.32666090e-01, 1.78617334e+03, 1.21269128e-09, 1.67095841e-05, 4.09374616e-06, 2.53024215e+10, 1.55192970e-06, 3.88763117e-04, 9.83714915e-11, 3.90314963e-04, 3.32334358e-03, -2.93302862e-03, 4.33492551e-06, 2.41179805e-07, 1.24835228e+02
2.94272732e-02, 0.00000000e+00, 0.00000000e+00, 2.15175048e-01, 2.30920672e-01, 1.79584631e+03, 1.24936583e-09, 1.69885443e-05, 4.12898362e-06, 2.58720993e+10, 1.99520900e-06, 3.92288552e-04, 1.01498317e-10, 3.94283619e-04, 3.33503564e-03, -2.94075185e-03, 4.37423705e-06, 2.45253574e-07, 1.24217369e+02
2.95938067e-02, 0.00000000e+00, 0.00000000e+00, 2.12511361e-01, 2.29203984e-01, 1.80546179e+03, 1.28672628e-09, 1.72682794e-05, 4.16387729e-06, 2.64477061e+10, 2.55353120e-06, 3.95783951e-04, 1.04680827e-10, 3.98337404e-04, 3.34630441e-03, -2.94796680e-03, 4.41321254e-06, 2.49335528e-07, 1.23599274e+02
2.97609176e-02, 0.00000000e+00, 0.00000000e+00, 2.09867105e-01, 2.27519289e-01, 1.81501440e+03, 1.32478339e-09, 1.75489204e-05, 4.19856724e-06, 2.70298317e+10, 3.25325914e-06, 3.99260025e-04, 1.07924385e-10, 4.02513135e-04, 3.35690612e-03, -2.95439293e-03, 4.45197247e-06, 2.53405091e-07, 1.22980179e+02
2.99286116e-02, 0.00000000e+00, 0.00000000e+00, 2.07243413e-01, 2.25863189e-01, 1.82452795e+03, 1.36354927e-09, 1.78306109e-05, 4.23305301e-06, 2.76182999e+10, 4.12956751e-06, 4.02716250e-04, 1.11228471e-10, 4.06845647e-04, 3.36681865e-03, -2.95997318e-03, 4.49051095e-06, 2.57457970e-07, 1.22361252e+02
3.00968904e-02, 0.00000000e+00, 0.00000000e+00, 2.04636902e-01, 2.24232435e-01, 1.83401697e+03, 1.40303791e-09, 1.81135110e-05, 4.26732458e-06, 2.82129777e+10, 5.22398568e-06, 4.06152220e-04, 1.14592738e-10, 4.11376095e-04, 3.37614957e-03, -2.96477322e-03, 4.52882432e-06, 2.61499281e-07, 1.21742882e+02
3.02657522e-02, 0.00000000e+00, 0.00000000e+00, 2.02059984e-01, 2.22634017e-01, 1.84344006e+03, 1.44326306e-09, 1.83977918e-05, 4.30160162e-06, 2.88149975e+10, 6.57990131e-06, 4.09586210e-04, 1.18027449e-10, 4.16165974e-04, 3.38474079e-03, -2.96857487e-03, 4.56711496e-06, 2.65513876e-07, 1.21124344e+02
3.04352045e-02, 0.00000000e+00, 0.00000000e+00, 1.99515611e-01, 2.21067265e-01, 1.85280383e+03, 1.48423918e-09, 1.86836351e-05, 4.33594050e-06, 2.94245908e+10, 8.25520056e-06, 4.13022906e-04, 1.21535573e-10, 4.21278004e-04, 3.39256041e-03, -2.97128223e-03, 4.60543652e-06, 2.69495985e-07, 1.20505989e+02
3.06052454e-02, 0.00000000e+00, 0.00000000e+00, 1.96995333e-01, 2.19527543e-01, 1.86212744e+03, 1.52598312e-09, 1.89712300e-05, 4.37029985e-06, 3.00414689e+10, 1.03207485e-05, 4.16459807e-04, 1.25115959e-10, 4.26780432e-04, 3.39982053e-03, -2.97304010e-03, 4.64375944e-06, 2.73459165e-07, 1.19888939e+02
3.07758767e-02, 0.00000000e+00, 0.00000000e+00, 1.94492653e-01, 2.18013927e-01, 1.87140112e+03, 1.56851099e-09, 1.92607840e-05, 4.40471285e-06, 3.06658284e+10, 1.28553820e-05, 4.19901015e-04, 1.28771535e-10, 4.32756235e-04, 3.40673863e-03, -2.97398237e-03, 4.68213102e-06, 2.77418252e-07, 1.19273155e+02
3.09471041e-02, 0.00000000e+00, 0.00000000e+00, 1.92015588e-01, 2.16531068e-01, 1.88059094e+03, 1.61184277e-09, 1.95525208e-05, 4.43936051e-06, 3.12987034e+10, 1.59407209e-05, 4.23362042e-04, 1.32512390e-10, 4.39302647e-04, 3.41322599e-03, -2.97392299e-03, 4.72072452e-06, 2.81363441e-07, 1.18657669e+02
3.11189275e-02, 0.00000000e+00, 0.00000000e+00, 1.89567104e-01, 2.15079471e-01, 1.88969165e+03, 1.65599801e-09, 1.98466678e-05, 4.47433194e-06, 3.19405691e+10, 1.96800265e-05, 4.26850544e-04, 1.36344130e-10, 4.46530408e-04, 3.41925793e-03, -2.97272764e-03, 4.75962224e-06, 2.85290184e-07, 1.18042580e+02
3.12913470e-02, 0.00000000e+00, 0.00000000e+00, 1.87142581e-01, 2.13654965e-01, 1.89872876e+03, 1.70099579e-09, 2.01434705e-05, 4.50960306e-06, 3.25912044e+10, 2.42053447e-05, 4.30364656e-04, 1.40266757e-10, 4.54569818e-04, 3.42493341e-03, -2.97036371e-03, 4.79880646e-06, 2.89203854e-07, 1.17428810e+02
3.14643681e-02, 0.00000000e+00, 0.00000000e+00, 1.84738457e-01, 2.12255821e-01, 1.90770300e+03, 1.74685733e-09, 2.04431653e-05, 4.54519932e-06, 3.32507587e+10, 2.96625985e-05, 4.33907611e-04, 1.44283474e-10, 4.63570032e-04, 3.43038002e-03, -2.96681002e-03, 4.83831218e-06, 2.93112748e-07, 1.16816978e+02
3.16379927e-02, 0.00000000e+00, 0.00000000e+00, 1.82353526e-01, 2.10880429e-01, 1.91662256e+03, 1.79360626e-09, 2.07460344e-05, 4.58116028e-06, 3.39194122e+10, 3.62265528e-05, 4.37483017e-04, 1.48397725e-10, 4.73709428e-04, 3.43566481e-03, -2.96195527e-03, 4.87818033e-06, 2.97020250e-07, 1.16206924e+02
3.18122208e-02, 0.00000000e+00, 0.00000000e+00, 1.79991499e-01, 2.09528670e-01, 1.92549158e+03, 1.84126614e-09, 2.10523667e-05, 4.61755963e-06, 3.45975480e+10, 4.41000557e-05, 4.41097131e-04, 1.52615004e-10, 4.85197059e-04, 3.44073609e-03, -2.95553938e-03, 4.91847959e-06, 3.00919709e-07, 1.15598503e+02
3.19870524e-02, 0.00000000e+00, 0.00000000e+00, 1.77647471e-01, 2.08198860e-01, 1.93431152e+03, 1.88986271e-09, 2.13624480e-05, 4.65442281e-06, 3.52853197e+10, 5.35152321e-05, 4.44753357e-04, 1.56939017e-10, 4.98268462e-04, 3.44578619e-03, -2.94751767e-03, 4.95924860e-06, 3.04825591e-07, 1.14991753e+02
3.21624950e-02, 0.00000000e+00, 0.00000000e+00, 1.75322965e-01, 2.06890970e-01, 1.94308044e+03, 1.93942329e-09, 2.16765911e-05, 4.69182760e-06, 3.59832125e+10, 6.47367633e-05, 4.48458828e-04, 1.61376482e-10, 5.13195468e-04, 3.45084723e-03, -2.93765170e-03, 5.00056740e-06, 3.08738834e-07, 1.14386078e+02
3.23385485e-02, 0.00000000e+00, 0.00000000e+00, 1.73022136e-01, 2.05608368e-01, 1.95177124e+03, 1.98997596e-09, 2.19951362e-05, 4.72993906e-06, 3.66922875e+10, 7.80187474e-05, 4.52228240e-04, 1.65939679e-10, 5.30246820e-04, 3.45592969e-03, -2.92568305e-03, 5.04259788e-06, 3.12658528e-07, 1.13781105e+02
3.25152129e-02, 0.00000000e+00, 0.00000000e+00, 1.70749664e-01, 2.04352990e-01, 1.96036914e+03, 2.04155048e-09, 2.23184179e-05, 4.76889591e-06, 3.74134374e+10, 9.36621946e-05, 4.56073380e-04, 1.70639794e-10, 5.49735385e-04, 3.46097420e-03, -2.91123893e-03, 5.08547282e-06, 3.16577115e-07, 1.13177399e+02
3.26924957e-02, 0.00000000e+00, 0.00000000e+00, 1.68499276e-01, 2.03119218e-01, 1.96891199e+03, 2.09417772e-09, 2.26468001e-05, 4.80863491e-06, 3.81461955e+10, 1.12107533e-04, 4.59989853e-04, 1.75475925e-10, 5.72097197e-04, 3.46616050e-03, -2.89406301e-03, 5.12914448e-06, 3.20508917e-07, 1.12576180e+02
3.28703932e-02, 0.00000000e+00, 0.00000000e+00, 1.66266397e-01, 2.01905012e-01, 1.97740491e+03, 2.14789120e-09, 2.29806610e-05, 4.84917382e-06, 3.88907581e+10, 1.33794631e-04, 4.63981007e-04, 1.80453305e-10, 5.97775506e-04, 3.47172329e-03, -2.87394738e-03, 5.17364788e-06, 3.24473916e-07, 1.11977348e+02
3.30489092e-02, 0.00000000e+00, 0.00000000e+00, 1.64054781e-01, 2.00713322e-01, 1.98582190e+03, 2.20272556e-09, 2.33204119e-05, 4.89068543e-06, 3.96482355e+10, 1.59137853e-04, 4.68061597e-04, 1.85586047e-10, 6.27199362e-04, 3.47758643e-03, -2.85038701e-03, 5.21914853e-06, 3.28463699e-07, 1.11380302e+02
3.32280472e-02, 0.00000000e+00, 0.00000000e+00, 1.61861315e-01, 1.99542999e-01, 1.99416431e+03, 2.25871855e-09, 2.36664710e-05, 4.93323569e-06, 4.04190577e+10, 1.88655918e-04, 4.72237705e-04, 1.90882227e-10, 6.60893449e-04, 3.48377367e-03, -2.82288063e-03, 5.26571466e-06, 3.32478891e-07, 1.10784660e+02
3.34078111e-02, 0.00000000e+00, 0.00000000e+00, 1.59694105e-01, 1.98396266e-01, 2.00242029e+03, 2.31590747e-09, 2.40192730e-05, 4.97699921e-06, 4.12043018e+10, 2.22874689e-04, 4.76523302e-04, 1.96356695e-10, 6.99397700e-04, 3.49012157e-03, -2.79072369e-03, 5.31350088e-06, 3.36501955e-07, 1.10190186e+02
3.35881971e-02, 0.00000000e+00, 0.00000000e+00, 1.57558084e-01, 1.97274044e-01, 2.01058484e+03, 2.37433362e-09, 2.43792820e-05, 5.02211424e-06, 4.20048896e+10, 2.62399466e-04, 4.80929913e-04, 2.02023120e-10, 7.43329176e-04, 3.49654886e-03, -2.75321957e-03, 5.36263724e-06, 3.40522888e-07, 1.09597412e+02
3.37692127e-02, 0.00000000e+00, 0.00000000e+00, 1.55451775e-01, 1.96174413e-01, 2.01867004e+03, 2.43403941e-09, 2.47469889e-05, 5.06862261e-06, 4.28211487e+10, 3.07965616e-04, 4.85462486e-04, 2.07890108e-10, 7.93427811e-04, 3.50322318e-03, -2.70979479e-03, 5.41317831e-06, 3.44555417e-07, 1.09007057e+02
3.39508615e-02, 0.00000000e+00, 0.00000000e+00, 1.53369471e-01, 1.95095316e-01, 2.02668079e+03, 2.49506926e-09, 2.51228976e-05, 5.11654753e-06, 4.36533903e+10, 3.60357197e-04, 4.90125793e-04, 2.13966470e-10, 8.50482669e-04, 3.51046352e-03, -2.65998067e-03, 5.46517731e-06, 3.48629158e-07, 1.08419304e+02
3.41331363e-02, 0.00000000e+00, 0.00000000e+00, 1.51304320e-01, 1.94034770e-01, 2.03461987e+03, 2.55746935e-09, 2.55075374e-05, 5.16592354e-06, 4.45019218e+10, 4.20423399e-04, 4.94924723e-04, 2.20261476e-10, 9.15347890e-04, 3.51848523e-03, -2.60313763e-03, 5.51868743e-06, 3.52764118e-07, 1.07833641e+02
3.43160518e-02, 0.00000000e+00, 0.00000000e+00, 1.49261117e-01, 1.92993566e-01, 2.04248621e+03, 2.62128919e-09, 2.59014741e-05, 5.21690981e-06, 4.53677056e+10, 4.89088474e-04, 4.99871443e-04, 2.26791197e-10, 9.88959684e-04, 3.52706155e-03, -2.53810151e-03, 5.57384647e-06, 3.56936141e-07, 1.07249489e+02
3.44996005e-02, 0.00000000e+00, 0.00000000e+00, 1.47242531e-01, 1.91971526e-01, 2.05028247e+03, 2.68658074e-09, 2.63052825e-05, 5.26962867e-06, 4.62515241e+10, 5.67406998e-04, 5.04976255e-04, 2.33570802e-10, 1.07238290e-03, 3.53614311e-03, -2.46376009e-03, 5.63076719e-06, 3.61138746e-07, 1.06667252e+02
3.46837863e-02, 0.00000000e+00, 0.00000000e+00, 1.45245254e-01, 1.90968484e-01, 2.05800122e+03, 2.75339707e-09, 2.67195792e-05, 5.32415879e-06, 4.71541678e+10, 6.56362332e-04, 5.10249403e-04, 2.40616083e-10, 1.16661144e-03, 3.54608963e-03, -2.37947819e-03, 5.68956602e-06, 3.65406834e-07, 1.06087227e+02
3.48686166e-02, 0.00000000e+00, 0.00000000e+00, 1.43272981e-01, 1.89985752e-01, 2.06563135e+03, 2.82179702e-09, 2.71450208e-05, 5.38068025e-06, 4.80769106e+10, 7.56959198e-04, 5.15706255e-04, 2.47948523e-10, 1.27266522e-03, 3.55684082e-03, -2.28417572e-03, 5.75041258e-06, 3.69732845e-07, 1.05509247e+02
3.50540876e-02, 0.00000000e+00, 0.00000000e+00, 1.41326472e-01, 1.89022467e-01, 2.07317773e+03, 2.89183855e-09, 2.75822676e-05, 5.43931264e-06, 4.90204570e+10, 8.70494288e-04, 5.21356240e-04, 2.55584914e-10, 1.39185018e-03, 3.56826070e-03, -2.17641052e-03, 5.81341328e-06, 3.74101035e-07, 1.04933640e+02
3.52402069e-02, 0.00000000e+00, 0.00000000e+00, 1.39404356e-01, 1.88077495e-01, 2.08064771e+03, 2.96358360e-09, 2.80320237e-05, 5.50015102e-06, 4.99855155e+10, 9.98375588e-04, 5.27208613e-04, 2.63542493e-10, 1.52558403e-03, 3.58044752e-03, -2.05486338e-03, 5.87867135e-06, 3.78519871e-07, 1.04360710e+02
3.54269743e-02, 0.00000000e+00, 0.00000000e+00, 1.37505084e-01, 1.87150478e-01, 2.08803833e+03, 3.03709990e-09, 2.84950329e-05, 5.56331634e-06, 5.09730120e+10, 1.14194234e-03, 5.33275190e-04, 2.71841910e-10, 1.67521718e-03, 3.59351281e-03, -1.91829563e-03, 5.94631683e-06, 3.82999360e-07, 1.03790512e+02
3.56143899e-02, 0.00000000e+00, 0.00000000e+00, 1.35626689e-01, 1.86240271e-01, 2.09535474e+03, 3.11245429e-09, 2.89720647e-05, 5.62890727e-06, 5.19836754e+10, 1.30281295e-03, 5.39565634e-04, 2.80502455e-10, 1.84237852e-03, 3.60757718e-03, -1.76519901e-03, 6.01645797e-06, 3.87550614e-07, 1.03222694e+02
3.58024575e-02, 0.00000000e+00, 0.00000000e+00, 1.33772939e-01, 1.85347125e-01, 2.10259790e+03, 3.18971938e-09, 2.94639231e-05, 5.69709346e-06, 5.30186936e+10, 1.48266414e-03, 5.46094321e-04, 2.89549495e-10, 2.02875840e-03, 3.62256588e-03, -1.59380736e-03, 6.08925711e-06, 3.92163997e-07, 1.02657166e+02
3.59911807e-02, 0.00000000e+00, 0.00000000e+00, 1.31941304e-01, 1.84470668e-01, 2.10976465e+03, 3.26897065e-09, 2.99714520e-05, 5.76800130e-06, 5.40790661e+10, 1.68311060e-03, 5.52874175e-04, 2.99007735e-10, 2.23598466e-03, 3.63863586e-03, -1.40265143e-03, 6.16485613e-06, 3.96854915e-07, 1.02094559e+02
3.61805595e-02, 0.00000000e+00, 0.00000000e+00, 1.30124316e-01, 1.83608085e-01, 2.11686963e+03, 3.35028649e-09, 3.04955138e-05, 5.84166173e-06, 5.51651287e+10, 1.90637843e-03, 5.59910957e-04, 3.08895270e-10, 2.46628933e-03, 3.65611771e-03, -1.18982873e-03, 6.24332051e-06, 4.01658070e-07, 1.01534760e+02
3.63705978e-02, 0.00000000e+00, 0.00000000e+00, 1.28328398e-01, 1.82761014e-01, 2.12390210e+03, 3.43375128e-09, 3.10370488e-05, 5.91831440e-06, 5.62786345e+10, 2.15411419e-03, 5.67224808e-04, 3.19247351e-10, 2.72133877e-03, 3.67488572e-03, -9.53546958e-04, 6.32487308e-06, 4.06558371e-07, 1.00977142e+02
3.65612991e-02, 0.00000000e+00, 0.00000000e+00, 1.26558885e-01, 1.81931376e-01, 2.13084839e+03, 3.51944940e-09, 3.15969810e-05, 5.99820851e-06, 5.74213816e+10, 2.42785458e-03, 5.74836507e-04, 3.30101529e-10, 3.00269108e-03, 3.69481603e-03, -6.92125235e-04, 6.40974849e-06, 4.11540924e-07, 1.00422081e+02
3.67526636e-02, 0.00000000e+00, 0.00000000e+00, 1.24810472e-01, 1.81117028e-01, 2.13771899e+03, 3.60747276e-09, 3.21763146e-05, 6.08142545e-06, 5.85940746e+10, 2.72999564e-03, 5.82755893e-04, 3.41484396e-10, 3.31275142e-03, 3.71612539e-03, -4.03373560e-04, 6.49805361e-06, 4.16628069e-07, 9.98699951e+01
3.69446948e-02, 0.00000000e+00, 0.00000000e+00, 1.23080648e-01, 1.80317223e-01, 2.14451465e+03, 3.69791597e-09, 3.27760717e-05, 6.16811167e-06, 5.97978808e+10, 3.06259957e-03, 5.90996991e-04, 3.53429258e-10, 3.65359616e-03, 3.73895722e-03, -8.53609672e-05, 6.58994622e-06, 4.21834756e-07, 9.93206558e+01
