
[Name]
Line 1

[Data]
X [ m ], Y [ m ], Z [ m ], C8h10.Mass Fraction, Density [ kg m^-3 ], Scalar 0, Scalar 1, Scalar 2, Temperature [ K ], User Defined Memory 0, User Defined Memory 1, User Defined Memory 10, User Defined Memory 11, User Defined Memory 12, User Defined Memory 13, User Defined Memory 14, User Defined Memory 2, User Defined Memory 3, User Defined Memory 4, User Defined Memory 5, User Defined Memory 6, User Defined Memory 7, User Defined Memory 8, User Defined Memory 9, Velocity [ m s^-1 ]
6.30678656e-03, 0.00000000e+00, 0.00000000e+00, 9.14981663e-02, 9.90232289e-01, 3.01260863e-15, 2.82599511e-22, 5.95090663e-15, 3.65783051e+02, 0.00000000e+00, 0.00000000e+00, 4.17769654e-29, 7.66141081e-20, 2.02721700e-01, 2.02721700e-01, 0.00000000e+00, 2.04061110e-29, 1.37831272e-12, 3.66177630e+00, 1.01725123e-16, 2.95832642e-19, 1.12970770e-34, 2.97367742e-10, 1.63249237e-27, 6.97474976e+01
6.39284216e-03, 0.00000000e+00, 0.00000000e+00, 8.93908143e-02, 9.76828992e-01, 8.40024935e-15, 5.35522757e-22, 1.34648347e-14, 3.71069305e+02, 0.00000000e+00, 0.00000000e+00, 2.11356415e-28, 1.45282875e-19, 2.09208563e-01, 2.09208563e-01, 0.00000000e+00, 1.26884694e-28, 4.21234358e-12, 3.45671678e+00, 2.19739656e-16, 8.13593240e-19, 4.47915189e-34, 8.17815149e-10, 1.01507586e-26, 7.44434052e+01
6.47919765e-03, 0.00000000e+00, 0.00000000e+00, 8.69741365e-02, 9.62694108e-01, 2.16402959e-14, 1.12484416e-21, 3.24933324e-14, 3.76652893e+02, 0.00000000e+00, 0.00000000e+00, 1.18811273e-27, 3.05250765e-19, 2.15893134e-01, 2.15893134e-01, 0.00000000e+00, 7.61233007e-28, 1.17493341e-11, 3.29165673e+00, 5.04459471e-16, 2.06594893e-18, 1.91832615e-33, 2.07666950e-09, 6.08980712e-26, 8.00444336e+01
6.56585349e-03, 0.00000000e+00, 0.00000000e+00, 8.45601410e-02, 9.48772609e-01, 5.19781192e-14, 2.44950838e-21, 7.77891410e-14, 3.82172638e+02, 0.00000000e+00, 0.00000000e+00, 6.52121420e-27, 6.64674932e-19, 2.22627342e-01, 2.22627342e-01, 0.00000000e+00, 4.19733744e-27, 3.01894690e-11, 3.18067575e+00, 1.14919649e-15, 4.89180097e-18, 8.05004539e-33, 4.91718533e-09, 3.35780049e-25, 8.60924988e+01
6.65281108e-03, 0.00000000e+00, 0.00000000e+00, 8.22843462e-02, 9.35427606e-01, 1.17613195e-13, 5.30580625e-21, 1.79863950e-13, 3.87498993e+02, 0.00000000e+00, 0.00000000e+00, 3.34048050e-26, 1.43920173e-18, 2.29392275e-01, 2.29392275e-01, 0.00000000e+00, 2.10632965e-26, 7.23785337e-11, 3.10672855e+00, 2.53289872e-15, 1.09161297e-17, 3.18596262e-32, 1.09727765e-08, 1.68500374e-24, 9.22169800e+01
6.74007088e-03, 0.00000000e+00, 0.00000000e+00, 8.02293494e-02, 9.22804832e-01, 2.52843509e-13, 1.12280567e-20, 3.99018275e-13, 3.92582886e+02, 0.00000000e+00, 0.00000000e+00, 1.58001086e-25, 3.04385922e-18, 2.36213908e-01, 2.36213908e-01, 0.00000000e+00, 9.65743611e-26, 1.63564412e-10, 3.05488610e+00, 5.37258429e-15, 2.31569709e-17, 1.17207213e-31, 2.32771349e-08, 7.72553099e-24, 9.82490387e+01
6.82763522e-03, 0.00000000e+00, 0.00000000e+00, 7.84014612e-02, 9.10904527e-01, 5.19919611e-13, 2.30719672e-20, 8.49784490e-13, 3.97436584e+02, 0.00000000e+00, 0.00000000e+00, 6.91033574e-25, 6.25029086e-18, 2.43161306e-01, 2.43161306e-01, 0.00000000e+00, 4.07638006e-25, 3.51504131e-10, 3.01659846e+00, 1.09712256e-14, 4.70136042e-17, 4.02771525e-31, 4.72575614e-08, 3.26086068e-23, 1.04134369e+02
6.91550365e-03, 0.00000000e+00, 0.00000000e+00, 7.67509565e-02, 8.99596393e-01, 1.02727082e-12, 4.59699098e-20, 1.74066263e-12, 4.02120758e+02, 0.00000000e+00, 0.00000000e+00, 2.80347242e-24, 1.24437519e-17, 2.50319570e-01, 2.50319570e-01, 0.00000000e+00, 1.59329304e-24, 7.22687521e-10, 2.98740673e+00, 2.15992826e-14, 9.17543146e-17, 1.30197246e-30, 9.22304366e-08, 1.27451183e-22, 1.09840164e+02
7.00367847e-03, 0.00000000e+00, 0.00000000e+00, 7.52772614e-02, 8.88894856e-01, 1.95713823e-12, 8.88595477e-20, 3.43696122e-12, 4.06656982e+02, 0.00000000e+00, 0.00000000e+00, 1.05983202e-23, 2.40363284e-17, 2.57782966e-01, 2.57782966e-01, 0.00000000e+00, 5.80109535e-24, 1.42752765e-09, 2.96518135e+00, 4.11034156e-14, 1.72762719e-16, 3.97417976e-30, 1.73659231e-07, 4.64033884e-22, 1.15358292e+02
7.09215971e-03, 0.00000000e+00, 0.00000000e+00, 7.40022361e-02, 8.78854573e-01, 3.60475603e-12, 1.66790321e-19, 6.55325143e-12, 4.11038452e+02, 0.00000000e+00, 0.00000000e+00, 3.74552168e-23, 4.50884307e-17, 2.65635192e-01, 2.65635192e-01, 0.00000000e+00, 1.97563477e-23, 2.71690492e-09, 2.94876623e+00, 7.57808529e-14, 3.14664958e-16, 1.14740722e-29, 3.16297815e-07, 1.58029938e-21, 1.20606247e+02
7.18094921e-03, 0.00000000e+00, 0.00000000e+00, 7.29041249e-02, 8.69340539e-01, 6.43217554e-12, 3.04223252e-19, 1.20830785e-11, 4.15290222e+02, 0.00000000e+00, 0.00000000e+00, 1.24034948e-22, 8.21923317e-17, 2.73922086e-01, 2.73922086e-01, 0.00000000e+00, 6.31271235e-23, 4.99764763e-09, 2.93739486e+00, 1.35465505e-13, 5.55468537e-16, 3.15266607e-29, 5.58350905e-07, 5.04945296e-21, 1.25562752e+02
7.27004791e-03, 0.00000000e+00, 0.00000000e+00, 7.19421953e-02, 8.60192418e-01, 1.11393941e-11, 5.39562159e-19, 2.15712032e-11, 4.19462372e+02, 0.00000000e+00, 0.00000000e+00, 3.85709008e-22, 1.45690448e-16, 2.82706082e-01, 2.82706082e-01, 0.00000000e+00, 1.89771232e-22, 8.90948026e-09, 2.93036866e+00, 2.34945499e-13, 9.51955660e-16, 8.29173387e-29, 9.56895406e-07, 1.51794961e-20, 1.30277115e+02
7.35945627e-03, 0.00000000e+00, 0.00000000e+00, 7.10904747e-02, 8.51311862e-01, 1.87562309e-11, 9.31137467e-19, 3.73318113e-11, 4.23607910e+02, 0.00000000e+00, 0.00000000e+00, 1.12881093e-21, 2.51288312e-16, 2.92067617e-01, 2.92067617e-01, 0.00000000e+00, 5.38193676e-22, 1.54317821e-08, 2.92711282e+00, 3.95640741e-13, 1.58646793e-15, 2.10174159e-28, 1.59470028e-06, 4.30494711e-20, 1.34793991e+02
7.44917616e-03, 0.00000000e+00, 0.00000000e+00, 7.03305155e-02, 8.42614770e-01, 3.07590550e-11, 1.56484932e-18, 6.27110863e-11, 4.27772034e+02, 0.00000000e+00, 0.00000000e+00, 3.11640437e-21, 4.22108890e-16, 3.02073300e-01, 3.02073300e-01, 0.00000000e+00, 1.44405490e-21, 2.60231641e-08, 2.92715216e+00, 6.47542512e-13, 2.57532194e-15, 5.15706598e-28, 2.58868567e-06, 1.15509698e-19, 1.39135757e+02
7.53920851e-03, 0.00000000e+00, 0.00000000e+00, 6.96598887e-02, 8.34007919e-01, 4.92257415e-11, 2.56373112e-18, 1.02402670e-10, 4.31981415e+02, 0.00000000e+00, 0.00000000e+00, 8.13820192e-21, 6.91221713e-16, 3.12743872e-01, 3.12743872e-01, 0.00000000e+00, 3.67755170e-21, 4.28099014e-08, 2.93007064e+00, 1.03138526e-12, 4.07956436e-15, 1.22936028e-27, 4.10073426e-06, 2.94172464e-19, 1.43244598e+02
7.62955379e-03, 0.00000000e+00, 0.00000000e+00, 6.90580606e-02, 8.25387716e-01, 7.70507547e-11, 4.09985122e-18, 1.62832123e-10, 4.36282227e+02, 0.00000000e+00, 0.00000000e+00, 2.01685245e-20, 1.10485411e-15, 3.24111909e-01, 3.24111909e-01, 0.00000000e+00, 8.92301941e-21, 6.88863722e-08, 2.93540311e+00, 1.60068204e-12, 6.31977889e-15, 2.86397627e-27, 6.35257356e-06, 7.13782422e-19, 1.47198486e+02
7.72021385e-03, 0.00000000e+00, 0.00000000e+00, 6.85285553e-02, 8.16793382e-01, 1.18248952e-10, 6.40971669e-18, 2.52627447e-10, 4.40689148e+02, 0.00000000e+00, 0.00000000e+00, 4.76261096e-20, 1.72663759e-15, 3.36234927e-01, 3.36234927e-01, 0.00000000e+00, 2.07226967e-20, 1.08664281e-07, 2.94275093e+00, 2.42620247e-12, 9.59838932e-15, 6.52760135e-27, 9.64819628e-06, 1.65772578e-18, 1.51003372e+02
7.81118963e-03, 0.00000000e+00, 0.00000000e+00, 6.80998564e-02, 8.08248520e-01, 1.78403153e-10, 9.81394955e-18, 3.83233889e-10, 4.45189209e+02, 0.00000000e+00, 0.00000000e+00, 1.07605554e-19, 2.64272289e-15, 3.49106729e-01, 3.49106729e-01, 0.00000000e+00, 4.62811786e-20, 1.68393385e-07, 2.95174217e+00, 3.60058771e-12, 1.43301102e-14, 1.45721653e-26, 1.44044716e-05, 3.70240417e-18, 1.54551529e+02
7.90248159e-03, 0.00000000e+00, 0.00000000e+00, 6.77612573e-02, 7.99662471e-01, 2.65327788e-10, 1.47423239e-17, 5.69756964e-10, 4.49812286e+02, 0.00000000e+00, 0.00000000e+00, 2.33625403e-19, 3.96846921e-15, 3.62708122e-01, 3.62708122e-01, 0.00000000e+00, 9.98778326e-20, 2.57110202e-07, 2.96190000e+00, 5.24180525e-12, 2.10861771e-14, 3.20135933e-26, 2.11955958e-05, 7.99026859e-18, 1.57914978e+02
7.99409207e-03, 0.00000000e+00, 0.00000000e+00, 6.74920678e-02, 7.90986300e-01, 3.89975385e-10, 2.17658781e-17, 8.32016844e-10, 4.54597748e+02, 0.00000000e+00, 0.00000000e+00, 4.89498913e-19, 5.85723749e-15, 3.77046049e-01, 3.77046049e-01, 0.00000000e+00, 2.09232376e-19, 3.87813429e-07, 2.97275352e+00, 7.50033802e-12, 3.06561485e-14, 6.95016163e-26, 3.08152303e-05, 1.67391230e-17, 1.61136383e+02
8.08602013e-03, 0.00000000e+00, 0.00000000e+00, 6.72720671e-02, 7.82167971e-01, 5.67740577e-10, 3.16410812e-17, 1.19606669e-09, 4.59585236e+02, 0.00000000e+00, 0.00000000e+00, 9.93934641e-19, 8.51212716e-15, 3.92110765e-01, 3.92110765e-01, 0.00000000e+00, 4.27303617e-19, 5.79265645e-07, 2.98387623e+00, 1.05669275e-11, 4.41324020e-14, 1.49814226e-25, 4.43614044e-05, 3.41861306e-17, 1.64199448e+02
8.17826949e-03, 0.00000000e+00, 0.00000000e+00, 6.71026036e-02, 7.73221135e-01, 8.20200075e-10, 4.53722694e-17, 1.69623693e-09, 4.64787628e+02, 0.00000000e+00, 0.00000000e+00, 1.96419041e-18, 1.22031664e-14, 4.07889754e-01, 4.07889754e-01, 0.00000000e+00, 8.54129588e-19, 8.58099668e-07, 2.99495149e+00, 1.46922318e-11, 6.30276945e-14, 3.20966819e-25, 6.33547461e-05, 6.83351639e-17, 1.67101501e+02
8.27083923e-03, 0.00000000e+00, 0.00000000e+00, 6.69969320e-02, 7.64164150e-01, 1.17740939e-09, 6.42917925e-17, 2.37793141e-09, 4.70204437e+02, 0.00000000e+00, 0.00000000e+00, 3.79245147e-18, 1.72883202e-14, 4.24346030e-01, 4.24346030e-01, 0.00000000e+00, 1.67647859e-18, 1.26195607e-06, 3.00572848e+00, 2.02037328e-11, 8.94163487e-14, 6.84585277e-25, 8.98803410e-05, 1.34129004e-16, 1.69801270e+02
8.36373121e-03, 0.00000000e+00, 0.00000000e+00, 6.69293255e-02, 7.54928172e-01, 1.68052094e-09, 9.01597222e-17, 3.30092198e-09, 4.75874939e+02, 0.00000000e+00, 0.00000000e+00, 7.17677202e-18, 2.42401212e-14, 4.41439778e-01, 4.41439778e-01, 0.00000000e+00, 3.23769948e-18, 1.84422493e-06, 3.01600957e+00, 2.75088476e-11, 1.26079309e-13, 1.45922573e-24, 1.26733546e-04, 2.59037392e-16, 1.72364975e+02
8.45694728e-03, 0.00000000e+00, 0.00000000e+00, 6.69190660e-02, 7.45603979e-01, 2.38431896e-09, 1.25295178e-16, 4.54265603e-09, 4.81762268e+02, 0.00000000e+00, 0.00000000e+00, 1.33453846e-17, 3.36822380e-14, 4.59120840e-01, 4.59120840e-01, 0.00000000e+00, 6.15966537e-18, 2.67561836e-06, 3.02589417e+00, 3.71545746e-11, 1.76673495e-13, 3.09433648e-24, 1.77590278e-04, 4.92811816e-16, 1.74783569e+02
8.55048653e-03, 0.00000000e+00, 0.00000000e+00, 6.69738203e-02, 7.36231387e-01, 3.36008976e-09, 1.72729606e-16, 6.20278540e-09, 4.87848389e+02, 0.00000000e+00, 0.00000000e+00, 2.44242281e-17, 4.64291996e-14, 4.77322936e-01, 4.77322936e-01, 0.00000000e+00, 1.15434064e-17, 3.85025760e-06, 3.03558612e+00, 4.98186423e-11, 2.45845092e-13, 6.53818292e-24, 2.47120799e-04, 9.23534210e-16, 1.77049316e+02
8.64435267e-03, 0.00000000e+00, 0.00000000e+00, 6.70640841e-02, 7.26758063e-01, 4.69815742e-09, 2.36388499e-16, 8.40806269e-09, 4.94174377e+02, 0.00000000e+00, 0.00000000e+00, 4.40379808e-17, 6.35363751e-14, 4.96007770e-01, 4.96007770e-01, 0.00000000e+00, 2.12947574e-17, 5.49075776e-06, 3.04527569e+00, 6.63210528e-11, 3.39325112e-13, 1.37853775e-23, 3.41085892e-04, 1.70366257e-15, 1.79197586e+02
8.73854477e-03, 0.00000000e+00, 0.00000000e+00, 6.71793446e-02, 7.17194557e-01, 6.50914034e-09, 3.21291032e-16, 1.13163781e-08, 5.00752136e+02, 0.00000000e+00, 0.00000000e+00, 7.82498301e-17, 8.63544465e-14, 5.15141368e-01, 5.15141368e-01, 0.00000000e+00, 3.86232366e-17, 7.75062836e-06, 3.05523467e+00, 8.76547238e-11, 4.63939759e-13, 2.90244331e-23, 4.66347206e-04, 3.08992706e-15, 1.81230347e+02
8.83306470e-03, 0.00000000e+00, 0.00000000e+00, 6.73339367e-02, 7.07601190e-01, 8.92391316e-09, 4.33787225e-16, 1.51202499e-08, 5.07554108e+02, 0.00000000e+00, 0.00000000e+00, 1.37009869e-16, 1.16593828e-13, 5.34672856e-01, 5.34672856e-01, 0.00000000e+00, 6.87877905e-17, 1.08101976e-05, 3.06582165e+00, 1.15052759e-10, 6.27562835e-13, 6.07867688e-23, 6.30819355e-04, 5.50296257e-15, 1.83127182e+02
8.92791431e-03, 0.00000000e+00, 0.00000000e+00, 6.75361678e-02, 6.98022962e-01, 1.20919186e-08, 5.81776427e-16, 2.00492352e-08, 5.14553528e+02, 0.00000000e+00, 0.00000000e+00, 2.36238045e-16, 1.56381066e-13, 5.54545760e-01, 5.54545760e-01, 0.00000000e+00, 1.20114632e-16, 1.48793115e-05, 3.07740641e+00, 1.49931137e-10, 8.38858930e-13, 1.26494212e-22, 8.43211834e-04, 9.60867992e-15, 1.84887802e+02
9.02309362e-03, 0.00000000e+00, 0.00000000e+00, 6.77766502e-02, 6.88452899e-01, 1.61770046e-08, 7.74897610e-16, 2.63698627e-08, 5.21752563e+02, 0.00000000e+00, 0.00000000e+00, 4.00741346e-16, 2.08310487e-13, 5.74707508e-01, 5.74707508e-01, 0.00000000e+00, 2.05331639e-16, 2.01915100e-05, 3.09029436e+00, 1.93867186e-10, 1.10690786e-12, 2.61170086e-22, 1.11265178e-03, 1.64249277e-14, 1.86544769e+02
9.11860354e-03, 0.00000000e+00, 0.00000000e+00, 6.80702478e-02, 6.78944051e-01, 2.13516014e-08, 1.02473697e-15, 3.43837243e-08, 5.29123962e+02, 0.00000000e+00, 0.00000000e+00, 6.68179293e-16, 2.75507048e-13, 5.95115006e-01, 5.95115006e-01, 0.00000000e+00, 3.43237894e-16, 2.69883440e-05, 3.10476542e+00, 2.48675136e-10, 1.44086045e-12, 5.33775146e-22, 1.44833734e-03, 2.74549297e-14, 1.88068344e+02
