
[Name]
Line 1

[Data]
X [ m ], Y [ m ], Z [ m ], C8h10.Mass Fraction, Density [ kg m^-3 ], Scalar 0, Scalar 1, Scalar 2, Temperature [ K ], User Defined Memory 0, User Defined Memory 1, User Defined Memory 10, User Defined Memory 11, User Defined Memory 12, User Defined Memory 13, User Defined Memory 14, User Defined Memory 2, User Defined Memory 3, User Defined Memory 4, User Defined Memory 5, User Defined Memory 6, User Defined Memory 7, User Defined Memory 8, User Defined Memory 9, Velocity [ m s^-1 ]
7.27004791e-03, 0.00000000e+00, 0.00000000e+00, 7.26020411e-02, 8.53908837e-01, 1.61577036e-11, 1.10096271e-18, 3.36133794e-11, 4.22776398e+02, 0.00000000e+00, 0.00000000e+00, 9.37114047e-22, 2.81407268e-16, 2.84913301e-01, 2.84913301e-01, 0.00000000e+00, 4.09590870e-22, 1.30042537e-08, 3.21370578e+00, 3.65864890e-13, 1.37117196e-15, 2.06532586e-28, 1.37828715e-06, 3.27641426e-20, 1.31694214e+02
7.35945627e-03, 0.00000000e+00, 0.00000000e+00, 7.17454031e-02, 8.44932079e-01, 2.39718072e-11, 1.55886726e-18, 5.12559543e-11, 4.27042633e+02, 0.00000000e+00, 0.00000000e+00, 2.12429836e-21, 3.97576010e-16, 2.94396043e-01, 2.94396043e-01, 0.00000000e+00, 9.10212300e-22, 1.98550314e-08, 3.13366127e+00, 5.42504518e-13, 2.01280693e-15, 4.44206305e-28, 2.02325123e-06, 7.28106347e-20, 1.36255249e+02
7.44917616e-03, 0.00000000e+00, 0.00000000e+00, 7.09798709e-02, 8.36101532e-01, 3.60649462e-11, 2.26821382e-18, 7.87387933e-11, 4.31326294e+02, 0.00000000e+00, 0.00000000e+00, 4.89283148e-21, 5.77243213e-16, 3.04507017e-01, 3.04507017e-01, 0.00000000e+00, 2.06197709e-21, 3.07261026e-08, 3.07560515e+00, 8.11470682e-13, 2.99651098e-15, 9.68940555e-28, 3.01206046e-06, 1.64945243e-19, 1.40643555e+02
7.53920851e-03, 0.00000000e+00, 0.00000000e+00, 7.02945143e-02, 8.27374935e-01, 5.44197049e-11, 3.34962632e-18, 1.20619528e-10, 4.35665649e+02, 0.00000000e+00, 0.00000000e+00, 1.12214029e-20, 8.50670530e-16, 3.15311462e-01, 3.15311462e-01, 0.00000000e+00, 4.66440200e-21, 4.76812332e-08, 3.03657699e+00, 1.21173319e-12, 4.47435498e-15, 2.12662186e-27, 4.49757363e-06, 3.73125070e-19, 1.44877487e+02
7.62955379e-03, 0.00000000e+00, 0.00000000e+00, 6.97033927e-02, 8.18765819e-01, 8.17805129e-11, 4.97005267e-18, 1.83052073e-10, 4.40056763e+02, 0.00000000e+00, 0.00000000e+00, 2.52943479e-20, 1.25963455e-15, 3.26837033e-01, 3.26837033e-01, 0.00000000e+00, 1.04014157e-20, 7.36494243e-08, 3.01251578e+00, 1.79513891e-12, 6.65414176e-15, 4.64751856e-27, 6.68867006e-06, 8.32052965e-19, 1.48890427e+02
7.72021385e-03, 0.00000000e+00, 0.00000000e+00, 6.92138746e-02, 8.10235858e-01, 1.21966312e-10, 7.35694189e-18, 2.74259421e-10, 4.44509613e+02, 0.00000000e+00, 0.00000000e+00, 5.56432830e-20, 1.86085791e-15, 3.39091927e-01, 3.39091927e-01, 0.00000000e+00, 2.27154928e-20, 1.12837640e-07, 2.99946856e+00, 2.62906081e-12, 9.82063297e-15, 1.00828804e-26, 9.87159274e-06, 1.81710157e-18, 1.52665771e+02
7.81118963e-03, 0.00000000e+00, 0.00000000e+00, 6.87982515e-02, 8.01680148e-01, 1.80294779e-10, 1.08155114e-17, 4.05076500e-10, 4.49080231e+02, 0.00000000e+00, 0.00000000e+00, 1.19058600e-19, 2.73022457e-15, 3.52097034e-01, 3.52097034e-01, 0.00000000e+00, 4.84529380e-20, 1.71325766e-07, 2.99417639e+00, 3.79864976e-12, 1.43640169e-14, 2.17278039e-26, 1.44385531e-05, 3.87592805e-18, 1.56264145e+02
7.90248159e-03, 0.00000000e+00, 0.00000000e+00, 6.84554279e-02, 7.93088317e-01, 2.64217925e-10, 1.57525281e-17, 5.89699845e-10, 4.53793365e+02, 0.00000000e+00, 0.00000000e+00, 2.47674652e-19, 3.96874958e-15, 3.65870029e-01, 3.65870029e-01, 0.00000000e+00, 1.00972658e-19, 2.57802441e-07, 2.99424911e+00, 5.41432871e-12, 2.08247827e-14, 4.64876718e-26, 2.09328446e-05, 8.07715481e-18, 1.59669769e+02
7.99409207e-03, 0.00000000e+00, 0.00000000e+00, 6.81918338e-02, 7.84425497e-01, 3.84282411e-10, 2.27080203e-17, 8.46803183e-10, 4.58668732e+02, 0.00000000e+00, 0.00000000e+00, 5.01548712e-19, 5.71001723e-15, 3.80392700e-01, 3.80392700e-01, 0.00000000e+00, 2.05946673e-19, 3.84796522e-07, 2.99786425e+00, 7.61838249e-12, 2.99568923e-14, 9.88460833e-26, 3.01123400e-05, 1.64743805e-17, 1.62859528e+02
8.08602013e-03, 0.00000000e+00, 0.00000000e+00, 6.79891706e-02, 7.75619745e-01, 5.55401114e-10, 3.23959927e-17, 1.20093224e-09, 4.63736847e+02, 0.00000000e+00, 0.00000000e+00, 9.90762817e-19, 8.12996792e-15, 3.95630032e-01, 3.95630032e-01, 0.00000000e+00, 4.12086647e-19, 5.70501641e-07, 3.00366497e+00, 1.05907444e-11, 4.28099633e-14, 2.09295127e-25, 4.30321088e-05, 3.29642459e-17, 1.65915665e+02
8.17826949e-03, 0.00000000e+00, 0.00000000e+00, 6.78337812e-02, 7.66669929e-01, 7.98560884e-10, 4.57619708e-17, 1.68443037e-09, 4.69025848e+02, 0.00000000e+00, 0.00000000e+00, 1.91438855e-18, 1.14615382e-14, 4.11581606e-01, 4.11581606e-01, 0.00000000e+00, 8.10940265e-19, 8.41055396e-07, 3.01070762e+00, 1.45641658e-11, 6.08416312e-14, 4.42261850e-25, 6.11573414e-05, 6.48700911e-17, 1.68825485e+02
8.27083923e-03, 0.00000000e+00, 0.00000000e+00, 6.77442476e-02, 7.57629097e-01, 1.14309107e-09, 6.40608437e-17, 2.34016007e-09, 4.74528687e+02, 0.00000000e+00, 0.00000000e+00, 3.62921110e-18, 1.60135187e-14, 4.28225875e-01, 4.28225875e-01, 0.00000000e+00, 1.57321491e-18, 1.23322661e-06, 3.01831794e+00, 1.98512613e-11, 8.60636364e-14, 9.31606075e-25, 8.65102193e-05, 1.25847669e-16, 1.71549255e+02
8.36373121e-03, 0.00000000e+00, 0.00000000e+00, 6.77101165e-02, 7.48476386e-01, 1.62905955e-09, 8.89502584e-17, 3.22445048e-09, 4.80264221e+02, 0.00000000e+00, 0.00000000e+00, 6.76584524e-18, 2.21924936e-14, 4.45524275e-01, 4.45524275e-01, 0.00000000e+00, 3.01191785e-18, 1.79883659e-06, 3.02607918e+00, 2.68437165e-11, 1.21168456e-13, 1.96212308e-24, 1.21797224e-04, 2.40936404e-16, 1.74148239e+02
8.45694728e-03, 0.00000000e+00, 0.00000000e+00, 6.77317679e-02, 7.39238322e-01, 2.30966801e-09, 1.22613909e-16, 4.41033299e-09, 4.86223938e+02, 0.00000000e+00, 0.00000000e+00, 1.24269304e-17, 3.05334473e-14, 4.63420540e-01, 4.63420540e-01, 0.00000000e+00, 5.69194105e-18, 2.60705428e-06, 3.03392625e+00, 3.60525221e-11, 1.69672205e-13, 4.12064413e-24, 1.70552667e-04, 4.55325737e-16, 1.76589935e+02
8.55048653e-03, 0.00000000e+00, 0.00000000e+00, 6.78122714e-02, 7.29934514e-01, 3.25383520e-09, 1.67908810e-16, 5.99183014e-09, 4.92397736e+02, 0.00000000e+00, 0.00000000e+00, 2.25128156e-17, 4.17341163e-14, 4.81846035e-01, 4.81846035e-01, 0.00000000e+00, 1.06103930e-17, 3.74939646e-06, 3.04194951e+00, 4.81157336e-11, 2.36022546e-13, 8.63911396e-24, 2.37247295e-04, 8.48780535e-16, 1.78864395e+02
