
[Name]
Line 1

[Data]
X [ m ], Y [ m ], Z [ m ], C8h10.Mass Fraction, Density [ kg m^-3 ], Temperature [ K ], User Defined Memory 0, User Defined Memory 1, User Defined Memory 10, User Defined Memory 11, User Defined Memory 2, User Defined Memory 3, User Defined Memory 4, User Defined Memory 5, User Defined Memory 6, User Defined Memory 7, User Defined Memory 8, User Defined Memory 9, Velocity [ m s^-1 ]
9.69868898e-03, 0.00000000e+00, 0.00000000e+00, 7.15044737e-02, 6.20859623e-01, 5.79931824e+02, 3.18968051e-13, 4.02260305e-08, 2.48857237e-08, 1.86837180e+07, 0.00000000e+00, 0.00000000e+00, 4.71793963e-16, -4.71793963e-16, 1.94474473e-04, -1.94474473e-04, 2.64277187e-08, 1.54199475e-09, 1.96073624e+02
9.79655143e-03, 0.00000000e+00, 0.00000000e+00, 7.21073598e-02, 6.12105370e-01, 5.88458313e+02, 4.05259404e-13, 4.96162507e-08, 3.01931671e-08, 2.34048940e+07, 0.00000000e+00, 0.00000000e+00, 7.17563538e-16, -7.17563538e-16, 2.38270572e-04, -2.38270572e-04, 3.21392299e-08, 1.94606220e-09, 1.96943512e+02
9.89475381e-03, 0.00000000e+00, 0.00000000e+00, 7.27547482e-02, 6.03488147e-01, 5.97109985e+02, 5.07197799e-13, 6.02282952e-08, 3.60478865e-08, 2.88812560e+07, 0.00000000e+00, 0.00000000e+00, 1.05821584e-15, -1.05821584e-15, 2.87176576e-04, -2.87176576e-04, 3.84661369e-08, 2.41825160e-09, 1.97730759e+02
9.99329891e-03, 0.00000000e+00, 0.00000000e+00, 7.34275505e-02, 5.94982624e-01, 6.05916260e+02, 6.25610024e-13, 7.20044042e-08, 4.23798703e-08, 3.51236080e+07, 0.00000000e+00, 0.00000000e+00, 1.51498153e-15, -1.51498153e-15, 3.40874045e-04, -3.40874045e-04, 4.53413946e-08, 2.96151748e-09, 1.98461807e+02
1.00921867e-02, 0.00000000e+00, 0.00000000e+00, 7.41185844e-02, 5.86576343e-01, 6.14890076e+02, 7.60970551e-13, 8.48469739e-08, 4.90988654e-08, 4.21214920e+07, 0.00000000e+00, 0.00000000e+00, 2.10830016e-15, -2.10830016e-15, 3.98876116e-04, -3.98876116e-04, 5.26760857e-08, 3.57721985e-09, 1.99181931e+02
1.01914182e-02, 0.00000000e+00, 0.00000000e+00, 7.48471916e-02, 5.78314066e-01, 6.23997131e+02, 9.13367255e-13, 9.86217970e-08, 5.61047706e-08, 4.98474720e+07, 0.00000000e+00, 0.00000000e+00, 2.85654535e-15, -2.85654535e-15, 4.60428506e-04, -4.60428506e-04, 6.03687127e-08, 4.26393143e-09, 1.99857986e+02
1.02909952e-02, 0.00000000e+00, 0.00000000e+00, 7.56387860e-02, 5.70242584e-01, 6.33189026e+02, 1.08251526e-12, 1.13166884e-07, 6.32906421e-08, 5.82570840e+07, 0.00000000e+00, 0.00000000e+00, 3.77432376e-15, -3.77432376e-15, 5.24607487e-04, -5.24607487e-04, 6.83085659e-08, 5.01792208e-09, 2.00427322e+02
1.03909196e-02, 0.00000000e+00, 0.00000000e+00, 7.64888749e-02, 5.62339902e-01, 6.42466248e+02, 1.26779273e-12, 1.28302659e-07, 7.05391727e-08, 6.72854160e+07, 1.40129846e-45, 0.00000000e+00, 4.87041404e-15, -4.87041404e-15, 5.90593438e-04, -5.90593438e-04, 7.63746471e-08, 5.83548276e-09, 2.00926239e+02
1.04911905e-02, 0.00000000e+00, 0.00000000e+00, 7.73934871e-02, 5.54603875e-01, 6.51833191e+02, 1.46824404e-12, 1.43837099e-07, 7.77357201e-08, 7.68552320e+07, 1.68155816e-44, 0.00000000e+00, 6.14729587e-15, -6.14729587e-15, 6.57554076e-04, -6.57554076e-04, 8.44474570e-08, 6.71173295e-09, 2.01372772e+02
1.05918115e-02, 0.00000000e+00, 0.00000000e+00, 7.83420801e-02, 5.47028065e-01, 6.61302612e+02, 1.68264664e-12, 1.59576061e-07, 8.47695389e-08, 8.68781760e+07, 1.17709071e-43, 0.00000000e+00, 7.60026739e-15, -7.60026739e-15, 7.24766986e-04, -7.24766986e-04, 9.24114332e-08, 7.64190489e-09, 2.01761429e+02
1.06927827e-02, 0.00000000e+00, 0.00000000e+00, 7.93209001e-02, 5.39580524e-01, 6.70895996e+02, 1.90954522e-12, 1.75328580e-07, 9.15340337e-08, 9.72543360e+07, 8.14154408e-43, 0.00000000e+00, 9.21672051e-15, -9.21672051e-15, 7.91568309e-04, -7.91568309e-04, 1.00154786e-07, 8.62075744e-09, 2.02112381e+02
1.07941050e-02, 0.00000000e+00, 0.00000000e+00, 8.03413466e-02, 5.32281280e-01, 6.80594604e+02, 2.14726457e-12, 1.90909049e-07, 9.79431078e-08, 1.07885856e+08, 5.42863025e-42, 0.00000000e+00, 1.09784440e-14, -1.09784440e-14, 8.57122359e-04, -8.57122359e-04, 1.07583233e-07, 9.64013225e-09, 2.02452042e+02
1.08957794e-02, 0.00000000e+00, 0.00000000e+00, 8.14317614e-02, 5.25186002e-01, 6.90343750e+02, 2.39394463e-12, 2.06140172e-07, 1.03933026e-07, 1.18680720e+08, 3.45181851e-41, 0.00000000e+00, 1.28629881e-14, -1.28629881e-14, 9.20429244e-04, -9.20429244e-04, 1.14621663e-07, 1.06886411e-08, 2.02748062e+02
1.09978085e-02, 0.00000000e+00, 0.00000000e+00, 8.25981051e-02, 5.18296063e-01, 7.00125671e+02, 2.64768025e-12, 2.20864990e-07, 1.09444805e-07, 1.29541600e+08, 2.10498851e-40, 0.00000000e+00, 1.48421433e-14, -1.48421433e-14, 9.80757293e-04, -9.80757293e-04, 1.21201396e-07, 1.17565921e-08, 2.02982498e+02
