
[Name]
Line 1

[Data]
X [ m ], Y [ m ], Z [ m ], C8h10.Mass Fraction, Density [ kg m^-3 ], Scalar 0, Scalar 1, Scalar 2, Temperature [ K ], User Defined Memory 0, User Defined Memory 1, User Defined Memory 10, User Defined Memory 11, User Defined Memory 12, User Defined Memory 13, User Defined Memory 14, User Defined Memory 2, User Defined Memory 3, User Defined Memory 4, User Defined Memory 5, User Defined Memory 6, User Defined Memory 7, User Defined Memory 8, User Defined Memory 9, Velocity [ m s^-1 ]
7.81118963e-03, 0.00000000e+00, 0.00000000e+00, 6.80998787e-02, 8.08715284e-01, 1.81264698e-10, 9.80249310e-18, 3.83789722e-10, 4.44923584e+02, 0.00000000e+00, 0.00000000e+00, 1.07926054e-19, 4.39930193e-15, 3.48907918e-01, 3.48907918e-01, 0.00000000e+00, 4.71301405e-20, 1.70826866e-07, 2.94892001e+00, 3.60700315e-12, 1.45677182e-14, 1.42421472e-26, 1.46433122e-05, 3.77090879e-18, 1.54483398e+02
7.90248159e-03, 0.00000000e+00, 0.00000000e+00, 6.77577108e-02, 8.00142825e-01, 2.69696487e-10, 1.47644642e-17, 5.72102754e-10, 4.49535187e+02, 0.00000000e+00, 0.00000000e+00, 2.35559842e-19, 6.62396155e-15, 3.62491965e-01, 3.62491965e-01, 0.00000000e+00, 1.02020566e-19, 2.60927550e-07, 2.95907545e+00, 5.26499634e-12, 2.14453496e-14, 3.13646628e-26, 2.15566306e-05, 8.16280688e-18, 1.57833725e+02
7.99409207e-03, 0.00000000e+00, 0.00000000e+00, 6.74891621e-02, 7.91495800e-01, 3.96347344e-10, 2.18534500e-17, 8.37375225e-10, 4.54304291e+02, 0.00000000e+00, 0.00000000e+00, 4.95863086e-19, 9.80132147e-15, 3.76817942e-01, 3.76817942e-01, 0.00000000e+00, 2.14198588e-19, 3.93480178e-07, 2.97012949e+00, 7.55179860e-12, 3.11759794e-14, 6.81813898e-26, 3.13377568e-05, 1.71384974e-17, 1.60969452e+02
8.08602013e-03, 0.00000000e+00, 0.00000000e+00, 6.72880784e-02, 7.82733440e-01, 5.76695802e-10, 3.18421192e-17, 1.20617327e-09, 4.59254883e+02, 0.00000000e+00, 0.00000000e+00, 1.01103898e-18, 1.42770893e-14, 3.91864866e-01, 3.91864866e-01, 0.00000000e+00, 4.38140251e-19, 5.87208660e-07, 2.98158169e+00, 1.06655015e-11, 4.48596204e-14, 1.46923051e-25, 4.50924017e-05, 3.50567812e-17, 1.63940323e+02
8.17826949e-03, 0.00000000e+00, 0.00000000e+00, 6.71377555e-02, 7.73815513e-01, 8.32334313e-10, 4.57507707e-17, 1.71332160e-09, 4.64425934e+02, 0.00000000e+00, 0.00000000e+00, 2.00455475e-18, 2.05080026e-14, 4.07622814e-01, 4.07622814e-01, 0.00000000e+00, 8.76383177e-19, 8.68862912e-07, 2.99304032e+00, 1.48581633e-11, 6.40070272e-14, 3.14910636e-25, 6.43391613e-05, 7.01217549e-17, 1.66771500e+02
8.27083923e-03, 0.00000000e+00, 0.00000000e+00, 6.70264959e-02, 7.64714062e-01, 1.19314991e-09, 6.49232688e-17, 2.40449372e-09, 4.69848022e+02, 0.00000000e+00, 0.00000000e+00, 3.87856014e-18, 2.90956800e-14, 4.24064755e-01, 4.24064755e-01, 0.00000000e+00, 1.71936284e-18, 1.27635008e-06, 3.00421786e+00, 2.04506724e-11, 9.06735895e-14, 6.73648214e-25, 9.11441020e-05, 1.37570075e-16, 1.69486725e+02
8.36373121e-03, 0.00000000e+00, 0.00000000e+00, 6.69457838e-02, 7.55434752e-01, 1.69993264e-09, 9.11293102e-17, 3.33948824e-09, 4.75537506e+02, 0.00000000e+00, 0.00000000e+00, 7.34729034e-18, 4.08331748e-14, 4.41163898e-01, 4.41163898e-01, 0.00000000e+00, 3.31600226e-18, 1.86253669e-06, 3.01493621e+00, 2.78540056e-11, 1.27618280e-13, 1.43959128e-24, 1.28280502e-04, 2.65318009e-16, 1.72122650e+02
8.45694728e-03, 0.00000000e+00, 0.00000000e+00, 6.69214353e-02, 7.46077120e-01, 2.40707587e-09, 1.26700379e-16, 4.59583349e-09, 4.81448090e+02, 0.00000000e+00, 0.00000000e+00, 1.36636506e-17, 5.67656985e-14, 4.58860427e-01, 4.58860427e-01, 0.00000000e+00, 6.29586272e-18, 2.69775296e-06, 3.02528286e+00, 3.76131556e-11, 1.78468920e-13, 3.06160073e-24, 1.79395036e-04, 5.03734041e-16, 1.74586823e+02
8.55048653e-03, 0.00000000e+00, 0.00000000e+00, 6.69578314e-02, 7.36658752e-01, 3.38548034e-09, 1.74684558e-16, 6.27332053e-09, 4.87564636e+02, 0.00000000e+00, 0.00000000e+00, 2.49912786e-17, 7.82577535e-14, 4.77078497e-01, 4.77078497e-01, 0.00000000e+00, 1.17707967e-17, 3.87575983e-06, 3.03543639e+00, 5.04025294e-11, 2.47842897e-13, 6.48499949e-24, 2.49128992e-04, 9.41771677e-16, 1.76873535e+02
8.64435267e-03, 0.00000000e+00, 0.00000000e+00, 6.70378953e-02, 7.27153242e-01, 4.72497907e-09, 2.39024227e-16, 8.49862491e-09, 4.93909210e+02, 0.00000000e+00, 0.00000000e+00, 4.50098452e-17, 1.07075407e-13, 4.95769501e-01, 4.95769501e-01, 0.00000000e+00, 2.16608609e-17, 5.51791982e-06, 3.04558754e+00, 6.70486791e-11, 3.41444565e-13, 1.36914778e-23, 3.43216321e-04, 1.73304233e-15, 1.79037292e+02
